,Unnamed: 0.1,Unnamed: 0,Unnamed..0,loc,created_at,latitude,longitude,username,text,text_translated,geometry,year_month,index_right,CNTR_CODE,Number of Posts,Topics
2874,2874,2875.0,289280.0,Deutschland,2019-12-20 15:05:16+00:00,511.638.175,104.478.313,931823.0,"Das dürfte in der @cdufraktion_nds für Diskussionen sorgen. 
#Windkraft #Windenergie #Erneuerbare #Energie #Niedersachsen
https://t.co/ekDxmLomzc",likely cause discussion within @ cdufraktion_nds . # windpower # windenergy # renewable # energy # lowersaxony,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2875,2875,2876.0,289287.0,Germany,2019-12-20 14:23:57+00:00,511.638.175,104.478.313,627540.0,"Windenergie
aus der Alpenrepublik Österreich
https://t.co/APYtE0BrS7 https://t.co/X5T4Lq6X0L",wind energy alpine republic austria,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,4
2876,2876,2877.0,289300.0,Deutschland,2019-12-20 13:53:11+00:00,511.638.175,104.478.313,653955.0,"RT @Nicoles44180590: Niederländische Züge fahren mit Windkraft.

EU-Nachbarländer sind hier schon weiter. Dänemark hat eine Reduktion der N…",rt @ nicoles0 : dutch trains run wind power . neighboring eu countries already ahead regard . denmark proposed reduction n…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,13
2877,2877,2878.0,289307.0,Deutschland,2019-12-20 13:19:26+00:00,511.638.175,104.478.313,413141.0,"Erst oder schon? Zum 16. Dez. 2019 waren 1.001 von 6.500 MW (15,5 %) der Windenergie-Leistung mit Zuschlag in 299 Anlagen realisiert. Die meisten Neuanlagen stehen in NI (72 WEA, 247 MW), BB (52 WEA, 177 MW), NRW (43 WEA, 138 MW) - berichtet FA Wind. #Energiewende #Windenergie","already ? december 16 , 2019 , 1,001 6,500 mw ( 15.5 % ) wind energy capacity realized contract award 299 turbines . new turbines located ni ( 72 turbines , 247 mw ) , bb ( 52 turbines , 177 mw ) , nrw ( 43 turbines , 138 mw ) , reports fa wind . # energytransition # windenergy",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,24
2878,2878,2879.0,289322.0,Germany,2019-12-20 12:27:06+00:00,511.638.175,104.478.313,622490.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2879,2879,2880.0,289337.0,Deutschland,2019-12-20 11:47:23+00:00,511.638.175,104.478.313,755268.0,"RT @GrueneBundestag: Hören Sie endlich auf, mit der Abrissbirne durch die #Windenergie​branche zu fegen, sondern geben sie unseren Unterneh…",rt @ gruenebundestag : finally stop wrecking # windenergy industry give companies hand…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2880,2880,2881.0,289345.0,Deutschland,2019-12-20 11:27:46+00:00,511.638.175,104.478.313,358564.0,"Süßes Gift. Da muss man standhaft sein. 

#Windkraft - Schleswig-Holstein will Gemeinden an Gewinnen beteiligen

https://t.co/q57zfHMYoS",sweet poison . steadfast . # windpower - schleswig-holstein wants share profits municipalities,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,13
2881,2881,2882.0,289357.0,Deutschland,2019-12-20 11:09:43+00:00,511.638.175,104.478.313,838105.0,RT @hstubner: DLF: Finanzministerin von Schleswig-Holstein will Gemeinden an Gewinnen beteiligen - Im Streit um den Ausbau von Windkraftanl…,rt @ hstubner : dlf : schleswig-holstein s finance minister wants municipalities share profits - dispute expansion wind power plants ...,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,13
2882,2882,2883.0,289366.0,Deutschland,2019-12-20 10:54:58+00:00,511.638.175,104.478.313,491417.0,"@Markus_Soeder Eine vernünftige Maßnahme im Klimanotstand: Laufzeitverlängerung für AKW, bis ausreichend Windkraft installiert ist. Das wäre Ausstieg mit Verstand.",@ markus_soeder sensible measure climate emergency : extending operating life nuclear power plants sufficient wind power installed . sensible exit .,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,43
2883,2883,2884.0,289379.0,Deutschland,2019-12-20 10:17:12+00:00,511.638.175,104.478.313,544255.0,"RT @_GermanZero: Eine schöne Zusammenfassung unserer Kampagne, das 1,5 Grad-Ziel für Deutschland einzuhalten und so einen internationalen D…",rt @ _germanzero : nice summary campaign meet 1.5 degree target germany thus create international ...,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,23
2884,2884,2885.0,289390.0,Deutschland,2019-12-20 10:01:09+00:00,511.638.175,104.478.313,403642.0,"Dieser Plan ist der bisher einzige umfassende und ausreichend konsequente Klimaplan, den es für Deutschland gibt. @windmesse_de @_GermanZero https://t.co/DaSEHSYeKz",plan comprehensive sufficiently consistent climate plan germany date . @ windmesse_de @ _germanzero,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,23
2885,2885,2886.0,289395.0,Deutschland,2019-12-20 09:51:46+00:00,511.638.175,104.478.313,734516.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2886,2886,2887.0,289401.0,Deutschland,2019-12-20 09:40:01+00:00,511.638.175,104.478.313,271220.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2887,2887,2888.0,289411.0,Germany,2019-12-20 09:23:57+00:00,511.638.175,104.478.313,369037.0,"RT @Deutschland_77: Die #Dauergeräusche, die #Windräder, #Windkraft, #Windenergie bzw. #Windkraftanlagen verursachen sollte jeder mal #gehö…","rt @ deutschland_77 : everyone # hear # constant noise caused # wind turbines , # wind power , # wind energy , # wind turbines ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,35
2888,2888,2889.0,289417.0,Deutschland,2019-12-20 09:12:34+00:00,511.638.175,104.478.313,658453.0,"RT @Deutschland_77: Die #Dauergeräusche, die #Windräder, #Windkraft, #Windenergie bzw. #Windkraftanlagen verursachen sollte jeder mal #gehö…","rt @ deutschland_77 : everyone # hear # constant noise caused # wind turbines , # wind power , # wind energy , # wind turbines ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,35
2889,2889,2890.0,289423.0,Deutschland,2019-12-20 08:51:55+00:00,511.638.175,104.478.313,503324.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2890,2890,2891.0,289431.0,Germany,2019-12-20 08:36:55+00:00,511.638.175,104.478.313,249083.0,"Am Leichtweiß-Institut, Abt. @Hyku_LWI beginnt gerade neue Forschung zum Einfluss von marinem Bewuchs auf #offshore #wind Strukturen. @tuBraunschweig mit @AWI_de und Partnern aus der Industrie https://t.co/845Bgg5O13","new research influence marine fouling # offshore # wind structures currently underway leichtweiß institute , dept . @ hyku_lwi . @ tubraunschweig @ awi_de partners industry",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2891,2891,2892.0,289440.0,Deutschland,2019-12-20 08:23:59+00:00,511.638.175,104.478.313,531127.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2892,2892,2893.0,289452.0,Deutschland,2019-12-20 08:02:32+00:00,511.638.175,104.478.313,774529.0,"RT @KlausMindrup: #Infotweet an @fdpbt zum Antrag „#Wälder schützen-Rodung für #Windkraft stoppen“: #Waldschutz enorm wichtig, dennoch: Bei…","rt @ klausmindrup : # infotweet @ fdpbt motion `` # protectforests - stop clearing # wind power  : # forest protection enormously important , : at…",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,10
2893,2893,2894.0,289459.0,Deutschland,2019-12-20 07:47:09+00:00,511.638.175,104.478.313,59944.0,"@Karl_Lauterbach Dass #Erneuerbare ""helfen"", nutzt nur ein wenig, gefordert ist nicht weniger als dass sie die Rolle von Atom+Kohle komplett übernehmen.  Da ist es mit ein paar #Windkraft-Anlagen mehr nicht getan.   Und dass sie das leisten können ist bislang nicht absehbar.",@ karl_lauterbach fact # renewables `` help  helps little ; s needed nothing less completely take role nuclear coal . # wind turbines wo nt suffice . whether can achieve nt yet foreseeable .,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,0
2894,2894,2895.0,289465.0,Deutschland,2019-12-20 07:35:30+00:00,511.638.175,104.478.313,880637.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2895,2895,2896.0,289477.0,Deutschland,2019-12-20 07:04:19+00:00,511.638.175,104.478.313,122927.0,"Gericht bremst Windkraft-Firmen aus https://t.co/I88SE6HF4V Gespannt haben Windkraftgegner, aber auch das Singener Unternehmen Solarcomplex und die Münchner Firma Green City Energy nach Mannheim ...","court puts brakes wind power companies opponents wind power , well singen-based company solarcomplex munich-based company green city energy , excited mannheim ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2896,2896,2897.0,289480.0,Deutschland,2019-12-20 06:52:02+00:00,511.638.175,104.478.313,851608.0,"RT @GrueneBundestag: Hören Sie endlich auf, mit der Abrissbirne durch die #Windenergie​branche zu fegen, sondern geben sie unseren Unterneh…",rt @ gruenebundestag : finally stop wrecking # windenergy industry give companies hand…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2897,2897,2898.0,289483.0,Germany,2019-12-20 06:50:59+00:00,511.638.175,104.478.313,714586.0,RT @joerg_spengler: #Klimaschutz-Fakt: Die wahren Vogelkiller sind Autos und die konventionelle Landwirtschaft. Und allein durch Glasscheib…,rt @ joerg_spengler : # climateprotectionfact : real bird killers cars conventional agriculture . just looking glass panes…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,11
2898,2898,2899.0,289488.0,Deutschland,2019-12-20 06:45:30+00:00,511.638.175,104.478.313,632379.0,"RT @GrueneBundestag: Hören Sie endlich auf, mit der Abrissbirne durch die #Windenergie​branche zu fegen, sondern geben sie unseren Unterneh…",rt @ gruenebundestag : finally stop wrecking # windenergy industry give companies hand…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2899,2899,2900.0,289494.0,Deutschland,2019-12-20 06:06:36+00:00,511.638.175,104.478.313,328284.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2900,2900,2901.0,289502.0,Deutschland,2019-12-20 05:31:06+00:00,511.638.175,104.478.313,754680.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2901,2901,2902.0,289508.0,Germany,2019-12-20 05:19:57+00:00,511.638.175,104.478.313,187918.0,"@GrueneBundestag @badulrichmartha Ihr scheffelt Milliarden mit der Windenergie  aus Subventionen &amp; EEG Umlage, selbst dann, wenn die Dinger sich im Jahr nicht einmal drehen und nehmt den Blsckout grinsend für die Bevölkerung in Kauf! Hatte ein nettes Gespräch mit einem Involvierten, alles Lug &amp; Betrug","@ gruenebundestag @ badulrichmartha re raking billions wind energy subsidies eeg surcharge , even things nt even turn year , grinningly accept cash people ! nice conversation someone involved ; s lies deception .",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2902,2902,2903.0,289515.0,Deutschland,2019-12-20 04:28:18+00:00,511.638.175,104.478.313,884481.0,Windkraft: Die Rotoren von heute werden der Sondermüll von morgen https://t.co/MHYkYYT7MH,wind power : today s rotors will tomorrow s hazardous waste,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,26
2903,2903,2904.0,289522.0,Deutschland,2019-12-20 00:47:49+00:00,511.638.175,104.478.313,474812.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2904,2904,2905.0,289529.0,Deutschland,2019-12-19 22:30:02+00:00,511.638.175,104.478.313,956468.0,"RT @KlausMindrup: #Infotweet an @fdpbt zum Antrag „#Wälder schützen-Rodung für #Windkraft stoppen“: #Waldschutz enorm wichtig, dennoch: Bei…","rt @ klausmindrup : # infotweet @ fdpbt motion `` # protectforests - stop clearing # wind power  : # forest protection enormously important , : at…",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,10
2905,2905,2906.0,289541.0,Deutschland,2019-12-19 21:51:18+00:00,511.638.175,104.478.313,946640.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2906,2906,2907.0,289558.0,Germany,2019-12-19 20:18:19+00:00,511.638.175,104.478.313,468522.0,"@ChristianApel1 @hannibal_von @Franke_FDP Die EEG Umlage ist gerade kein CO2 Preis, da sie z.B. auch auf Strom aus Windkraft fällig ist.","@ christianapel1 @ hannibal_von @ franke_fdp eeg levy co2 price , also due electricity wind power , example .",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2907,2907,2908.0,289564.0,Deutschland,2019-12-19 20:01:52+00:00,511.638.175,104.478.313,974604.0,"RT @UmweltBW: Die Renaissance der Kernkraftwerke für den Klimaschutz ist eine Schnapsidee. Ganz egal, wie nüchtern sie vorgetragen wird. Wa…",rt @ umweltbw : renaissance nuclear power plants climate protection crazy idea . matter soberly presented . what…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2908,2908,2909.0,289577.0,Germany,2019-12-19 19:14:55+00:00,511.638.175,104.478.313,648048.0,Cool! Elektrolyseure gibt es inzwischen im Megawattbereich. Damit könnte man die viele Windenergie aus dem Norden in Wasserstoff oder (mit weiterem CO2 aus der Luft) in Erdgas verwandeln. Damit können Autos schnell betankt werden und umweltfreundlich fahren.,cool ! electrolyzers now operate megawatt range . used convert abundant wind energy north hydrogen ( additional co2 air ) natural gas . allow cars refueled quickly run environmentally friendly way .,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,19
2909,2909,2910.0,289581.0,Germany,2019-12-19 18:44:05+00:00,511.638.175,104.478.313,316827.0,"RT @GrueneBundestag: Hören Sie endlich auf, mit der Abrissbirne durch die #Windenergie​branche zu fegen, sondern geben sie unseren Unterneh…",rt @ gruenebundestag : finally stop wrecking # windenergy industry give companies hand…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2910,2910,2911.0,289593.0,Germany,2019-12-19 17:25:06+00:00,511.638.175,104.478.313,197424.0,Verwaltungsgerichtshof bremst Windkraft-Investoren aus: Das sagen die Gegner zum Urteil https://t.co/q3IrET9vRu,administrative court puts brakes wind power investors : opponents say ruling,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,55
2911,2911,2912.0,289600.0,Deutschland,2019-12-19 17:03:39+00:00,511.638.175,104.478.313,379754.0,"RT @sven_kindler: Sollten sich alle ansehen, die gegen mehr Windkraft Tempolimit und schnellen Kohleausstieg sind.

#AustraliaBurns #Climat…","rt @ sven_kindler : everyone opposes wind power , speed limit , rapid coal phase-out take look . # australiaburns # climate…",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2912,2912,2913.0,289612.0,Germany,2019-12-19 16:03:02+00:00,511.638.175,104.478.313,627540.0,"Windenergie
aus der Alpenrepublik Österreich
https://t.co/APYtE0BrS7 https://t.co/2XE0TLIPcb",wind energy alpine republic austria,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,4
2913,2913,2914.0,289620.0,Deutschland,2019-12-19 15:31:46+00:00,511.638.175,104.478.313,634843.0,"RT @M_Hundhausen: Kann das wahr sein? Australien brennt, die größte Hitze, die jemals gemessen wurde und Siemens mit @JoeKaeser will dort G…","rt @ m_hundhausen : can true ? australia burning , worst heat ever recorded , siemens @ joekaeser wants ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,40
2914,2914,2915.0,289629.0,Deutschland,2019-12-19 14:24:15+00:00,511.638.175,104.478.313,192441.0,"RT @GrueneBundestag: Hören Sie endlich auf, mit der Abrissbirne durch die #Windenergie​branche zu fegen, sondern geben sie unseren Unterneh…",rt @ gruenebundestag : finally stop wrecking # windenergy industry give companies hand…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2915,2915,2916.0,289640.0,Deutschland,2019-12-19 13:51:24+00:00,511.638.175,104.478.313,271884.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2916,2916,2917.0,289644.0,Germany,2019-12-19 13:44:04+00:00,511.638.175,104.478.313,302890.0,"RT @bej_gff: #ScheuerRuecktritt
Andi Scheuer: 700 Mio versenkt, Yeah, ich kann's.

Peter #Altmaier: hold my beer
-PV
-Windkraft
= versenkt!…","rt @ bej_gff : # scheuerresignation andi scheuer : 700 million sunk , yeah , can . peter # altmaier : hold beer -pv -wind power = sunk ! …",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2917,2917,2918.0,289650.0,Germany,2019-12-19 13:37:26+00:00,511.638.175,104.478.313,981246.0,"RT @M_Hundhausen: Kann das wahr sein? Australien brennt, die größte Hitze, die jemals gemessen wurde und Siemens mit @JoeKaeser will dort G…","rt @ m_hundhausen : can true ? australia burning , worst heat ever recorded , siemens @ joekaeser wants ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,40
2918,2918,2919.0,289655.0,Germany,2019-12-19 13:31:21+00:00,511.638.175,104.478.313,548317.0,"RT @bej_gff: #ScheuerRuecktritt
Andi Scheuer: 700 Mio versenkt, Yeah, ich kann's.

Peter #Altmaier: hold my beer
-PV
-Windkraft
= versenkt!…","rt @ bej_gff : # scheuerresignation andi scheuer : 700 million sunk , yeah , can . peter # altmaier : hold beer -pv -wind power = sunk ! …",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2919,2919,2920.0,289661.0,Deutschland,2019-12-19 13:05:02+00:00,511.638.175,104.478.313,558375.0,"Ausbaubremse Ausschreibungen: Eine neue Analyse der Fachagentur Windenergie an Land zeigt, dass von den erfolgreichen Geboten bei den Windkraftauktionen bislang nur 15 % der möglichen Leistung in Betrieb ist. https://t.co/YpMCU4PXBR","tenders slow expansion : new analysis german onshore wind energy agency shows successful bids wind power auctions , 15 % potential capacity currently operation .",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,62
2920,2920,2921.0,289667.0,Deutschland,2019-12-19 12:51:46+00:00,511.638.175,104.478.313,368326.0,"RT @DarwinsMutter: Falls jemand der grünen Städter nicht weiß, wie sich #Windkraft anhört. #Abstandsregel https://t.co/B0OmRpY5wf",rt @ darwinsmutter : case green city dwellers nt know # windpower sounds like . # distancerule,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,17
2921,2921,2922.0,289677.0,Deutschland,2019-12-19 12:19:45+00:00,511.638.175,104.478.313,178387.0,"RT @M_Hundhausen: Kann das wahr sein? Australien brennt, die größte Hitze, die jemals gemessen wurde und Siemens mit @JoeKaeser will dort G…","rt @ m_hundhausen : can true ? australia burning , worst heat ever recorded , siemens @ joekaeser wants ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,40
2922,2922,2923.0,289682.0,Germany,2019-12-19 12:12:41+00:00,511.638.175,104.478.313,154495.0,"RT @M_Hundhausen: Kann das wahr sein? Australien brennt, die größte Hitze, die jemals gemessen wurde und Siemens mit @JoeKaeser will dort G…","rt @ m_hundhausen : can true ? australia burning , worst heat ever recorded , siemens @ joekaeser wants ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,40
2923,2923,2924.0,289695.0,Deutschland,2019-12-19 11:57:32+00:00,511.638.175,104.478.313,192441.0,"RT @M_Hundhausen: Kann das wahr sein? Australien brennt, die größte Hitze, die jemals gemessen wurde und Siemens mit @JoeKaeser will dort G…","rt @ m_hundhausen : can true ? australia burning , worst heat ever recorded , siemens @ joekaeser wants ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,40
2924,2924,2925.0,289710.0,Deutschland,2019-12-19 11:05:17+00:00,511.638.175,104.478.313,532073.0,"RT @bej_gff: #ScheuerRuecktritt
Andi Scheuer: 700 Mio versenkt, Yeah, ich kann's.

Peter #Altmaier: hold my beer
-PV
-Windkraft
= versenkt!…","rt @ bej_gff : # scheuerresignation andi scheuer : 700 million sunk , yeah , can . peter # altmaier : hold beer -pv -wind power = sunk ! …",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2925,2925,2926.0,289715.0,Deutschland,2019-12-19 10:42:22+00:00,511.638.175,104.478.313,63549.0,"Unsere #ZahlderWoche stammt dieses Mal vom @ZSW_BW: Fast 43% der #Energie für den #Stromverbrauch in Deutschland kommen aus #erneuerbareEnergie​n wie #Windkraft, #Photovoltaik, #Biomasse und #Wasserkraft https://t.co/FjgxFa9GFw","# numberoftheweek time comes @ zsw_bw : almost 43 % # energy # electricity consumption germany comes # renewableenergy # wind power , # photovoltaics , # biomass # hydropower",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,2
2926,2926,2927.0,289719.0,Deutschland,2019-12-19 10:37:06+00:00,511.638.175,104.478.313,880756.0,Wie ein unvereinbarer Widerspruch im Handeln des @NABU_de zur „Kunst“ stilisiert wird. #Windkraft #Naturschutz https://t.co/MkQ8oMjDzN,irreconcilable contradiction @ nabu_de s actions stylized `` art .  # windpower # natureconservation,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,3
2927,2927,2928.0,289729.0,Germany,2019-12-19 10:14:34+00:00,511.638.175,104.478.313,627540.0,"Windenergie
aus der Alpenrepublik Österreich
https://t.co/APYtE0BrS7 https://t.co/cxzoXWyWhL",wind energy alpine republic austria,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,4
2928,2928,2929.0,289741.0,Deutschland,2019-12-19 09:29:52+00:00,511.638.175,104.478.313,990459.0,"RT @sven_kindler: Sollten sich alle ansehen, die gegen mehr Windkraft Tempolimit und schnellen Kohleausstieg sind.

#AustraliaBurns #Climat…","rt @ sven_kindler : everyone opposes wind power , speed limit , rapid coal phase-out take look . # australiaburns # climate…",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2929,2929,2930.0,289751.0,Germany,2019-12-19 09:12:06+00:00,511.638.175,104.478.313,458675.0,RT @rehsche: #Erneuerbare Energien decken fast Hälfte des deutschen Energiekonsums! Ihr Anteil ist 2019 um fast fünf auf 43 % nach oben ges…,rt @ rehsche : # renewable energies cover almost half germany s energy consumption ! share increased almost five percent 43 percent 2019…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,2
2930,2930,2931.0,289755.0,Deutschland,2019-12-19 09:01:15+00:00,511.638.175,104.478.313,934410.0,RT @bdew_ev: #Erneuerbare decken 2019 fast 43% des Stromverbrauchs in Deutschland. Bleibt der Zubau von #Windkraft faktisch gestoppt &amp; gibt…,"rt @ bdew_ev : # renewables covered almost 43 % electricity consumption germany 2019 . expansion # wind power remains effectively halted , will be…",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,2
2931,2931,2932.0,289762.0,Deutschland,2019-12-19 08:47:56+00:00,511.638.175,104.478.313,863869.0,"Sollten sich alle ansehen, die gegen mehr Windkraft Tempolimit und schnellen Kohleausstieg sind.

#AustraliaBurns #ClimateCrisis #ActNow https://t.co/2mSPR0x2ov","everyone opposes wind power , speed limit , rapid coal phase-out take look . # australiaburns # climatecrisis # actnow",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,-1
2932,2932,2933.0,289783.0,Deutschland,2019-12-19 07:38:20+00:00,511.638.175,104.478.313,728802.0,"@Degrad21 @nurdermarcus @SvenjaSchulze68 Ihr habt ab morgen den fehlerfreien Menschen, den interessenfreien ehrlichen Betreiber, die Umgebung ohne veränderliche äußere Einflüsse (Dürre, Hitze, Stürme)? Und alles nur aus Angst vor Windkraft und Photovoltaik?","@ degrad21 @ nurdermarcus @ svenjaschulze68 starting tomorrow , ll flawless people , honest operators without bias , environment free changing external influences ( drought , heat , storms ) ? just fear wind power photovoltaics ?",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,0
2933,2933,2934.0,289793.0,Deutschland,2019-12-19 07:09:49+00:00,511.638.175,104.478.313,645229.0,"RT @UweNess: Schaut man unter den schwarzen Lack, sieht man eine Lobbyorganisation, die vielen Dingen den Kampf angesagt hat: der Windkraft…","rt @ uweness : look beneath black paint , ll see lobby organization declared war many things : wind power ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,15
2934,2934,2935.0,289803.0,Deutschland,2019-12-19 06:06:04+00:00,511.638.175,104.478.313,804705.0,"RT @kainiebert: @N_Heisterhagen 3. Es gibt weltweit (!) kein (!!) einziges (!!!) funktionierendes Endlager für hochradioaktive Abfälle.

4.…",rt @ kainiebert : @ n_heisterhagen 3 . single ( ! ! ! ) functioning repository high-level radioactive waste anywhere world . 4.…,POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,0
2935,2935,2936.0,289807.0,Deutschland,2019-12-19 05:41:40+00:00,511.638.175,104.478.313,308700.0,"RT @UweNess: Schaut man unter den schwarzen Lack, sieht man eine Lobbyorganisation, die vielen Dingen den Kampf angesagt hat: der Windkraft…","rt @ uweness : look beneath black paint , ll see lobby organization declared war many things : wind power ...",POINT (10.4478313 51.1638175),2019-12,2.0,DE,1,15
